,loan_amnt,funded_amnt,funded_amnt_inv,term_mths,int_rate_pct,installment,grade,sub_grade,emp_title,emp_length_yrs,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,collections_12_mths_ex_med,policy_code,pub_rec_bankruptcies,actual_status,predicted_status
19897,11000,11000,10500.0,36,0.0999,354.89,2,9,3488,5,1,40000.0,2,12,0,3,10055,147,38,19.23,0,207,2,0,0,11,0,10558,0.476,24,0,0,12075.78153,11526.88,11000.0,1075.78,0.0,51,7472.11,4,0,1,0,2,2
9010,11525,11525,11525.0,36,0.0749,358.45,1,4,1109,2,1,91000.0,1,5,0,12,6180,760,5,26.12,0,17,0,35,0,13,0,0,0.0,36,0,0,12904.04859,12904.05,11525.0,1379.05,0.0,22,368.81,34,0,1,0,2,2
36960,15000,15000,977.71,36,0.1172,496.22,3,14,27885,11,1,66000.0,1,48,0,3,13802,474,24,2.42,0,194,1,36,0,3,0,0,0.0,12,0,0,17863.54136,1151.48,15000.0,2863.54,0.0,75,501.2,22,0,1,0,2,2
314,15000,15000,15000.0,36,0.1242,501.23,2,9,13328,6,4,155000.0,3,1,0,3,6941,271,11,17.85,0,141,0,0,0,14,0,68319,0.749,41,0,0,17717.13342,17717.13,15000.0,2717.13,0.0,20,5699.63,11,0,1,0,2,2
15445,10000,10000,10000.0,36,0.164,353.55,5,21,1310,11,5,50800.0,3,9,0,2,4253,332,2,4.82,0,32,2,78,0,5,0,7685,0.768,9,0,0,12768.28186,12768.28,10000.0,2768.28,0.0,39,61.54,12,0,1,0,2,2
21280,17500,17500,17000.0,36,0.1409,598.88,4,16,28036,6,1,57000.0,3,13,0,3,3603,774,5,19.96,0,44,2,0,0,17,0,26174,0.654,29,0,0,21458.05192,20844.96,17500.0,3958.05,0.0,26,3527.72,11,0,1,0,2,2
23487,14000,14000,13994.96999,36,0.0751,435.56,1,4,9850,10,1,78000.0,2,15,0,3,10111,648,43,4.74,0,12,0,35,0,15,0,16087,0.222,25,0,0,15677.90481,15671.74,14000.0,1677.9,0.0,7,903.62,11,0,1,0,2,2
29997,6500,6500,6500.0,36,0.1099,212.78,2,9,24041,2,4,55000.0,1,22,0,3,6267,94,34,13.72,0,65,3,0,0,8,0,5746,0.311,15,0,0,7660.390805,7660.39,6500.0,1160.39,0.0,34,235.33,11,0,1,0,2,2
19592,17600,17600,17549.22219,36,0.1074,574.04,2,9,19733,4,5,65500.0,3,12,0,3,4401,646,43,19.51,0,86,0,80,0,16,0,26921,0.553,27,0,0,20002.80431,19941.79,17600.0,2402.8,0.0,14,9117.6,33,0,1,0,2,2
5122,5000,5000,5000.0,60,0.1465,118.04,3,13,5937,1,5,36000.0,1,3,0,3,4866,314,10,18.1,0,90,1,64,0,10,0,10799,0.53,18,0,0,7081.788555,7081.79,5000.0,2081.79,0.0,55,117.42,3,0,1,0,2,2
9717,5600,5600,5600.0,60,0.1149,123.14,2,9,28329,3,5,24000.0,1,5,0,1,13717,787,5,3.75,0,147,0,68,0,2,0,1599,0.083,4,0,0,6653.533413,6653.53,5600.0,1053.53,0.0,26,3967.6,50,0,1,0,2,2
31266,12000,12000,11890.07018,36,0.1183,397.61,2,8,22715,11,4,122000.0,1,25,0,3,7566,182,21,11.02,0,282,1,0,0,17,0,38771,0.385,23,0,0,14290.70795,14158.5,12000.0,2290.71,0.0,13,1605.21,1,0,1,0,2,2
29425,6000,6000,6000.0,36,0.0788,187.69,1,5,5180,1,1,80000.0,1,22,0,5,6771,662,43,3.57,0,95,1,39,0,15,0,6730,0.365,30,0,0,6756.845512,6756.85,6000.0,756.85,0.0,1,194.28,30,0,1,0,2,2
23338,5000,5000,4975.0,60,0.1075,108.09,2,7,27094,11,1,116480.0,1,15,0,8,6061,127,38,12.45,0,243,1,0,0,7,0,27121,0.429,26,0,0,5777.709992,5748.82,5000.0,777.71,0.0,31,3225.97,11,0,1,0,2,2
32085,22000,22000,21968.61329,36,0.2086,827.33,7,34,14520,10,4,135000.0,1,26,0,3,3280,504,15,12.78,0,321,2,55,0,44,0,62553,0.442,65,0,0,29784.16746,29730.59,21999.99,7784.17,0.0,5,832.17,11,0,1,0,2,2
20049,3800,3800,3300.0,36,0.0654,116.54,1,4,12285,11,1,88000.0,2,12,0,1,2382,43,7,24.82,0,210,0,0,0,18,0,34766,0.335,55,0,0,4195.495618,3643.46,3800.0,395.5,0.0,20,126.31,56,0,1,0,2,2
26385,18000,18000,17283.60486,36,0.0751,560.0,1,4,3527,10,1,80000.0,1,18,0,3,4935,272,11,8.63,0,210,0,0,0,6,0,54804,0.222,24,0,0,19644.25377,18796.47,18000.0,1644.25,0.0,40,9595.74,37,0,1,0,2,2
3031,14000,14000,14000.0,36,0.1269,469.63,2,10,7370,2,5,60000.0,1,2,0,7,17054,748,5,13.98,1,92,0,15,0,5,0,3246,0.755,12,0,0,15435.44985,15435.45,14000.0,1435.45,0.0,5,10747.68,55,0,1,0,2,2
22078,15000,9550,8241.246096,36,0.0654,292.88,1,4,14231,4,5,50000.0,2,14,0,2,4864,648,43,23.71,0,84,0,0,0,15,0,36449,0.581,33,0,0,5271.84,3758.57,4536.02,729.16,0.0,52,292.88,11,0,1,0,1,1
33478,10000,10000,9950.0,36,0.0894,317.72,1,5,8219,3,5,60350.0,2,29,0,2,13802,88,34,4.24,0,178,2,0,0,12,0,14188,0.273,24,0,0,11437.696,11380.51,10000.0,1437.7,0.0,24,341.59,47,0,1,0,2,2
36839,7600,7600,4275.0,36,0.1261,254.65,4,16,17188,11,5,76554.0,1,47,0,3,13043,763,5,4.62,0,241,1,0,0,6,0,7897,0.479,9,0,0,9026.384772,5077.34,7600.0,1426.38,0.0,84,40.86,85,0,1,0,2,2
26272,14400,14400,14300.0,36,0.0714,445.56,1,3,16873,11,1,114000.0,1,18,0,3,4864,271,11,4.96,0,148,0,0,0,8,0,19445,0.284,27,0,0,14651.5911,14549.85,14400.0,251.59,0.0,79,13765.07,10,0,1,0,2,2
4599,29550,29550,29550.0,36,0.089,938.31,1,5,9503,2,5,148616.0,3,3,0,3,4744,313,10,22.86,0,198,0,0,0,8,0,21970,0.429,24,0,0,33635.75922,33635.76,29550.0,4085.76,0.0,35,6432.53,13,0,1,0,2,2
3235,15000,15000,15000.0,36,0.0603,456.54,1,1,7126,11,4,31200.0,2,2,0,14,17683,586,19,14.54,0,46,0,0,0,7,0,1064,0.081,15,0,0,16217.8472,16217.85,15000.0,1217.85,0.0,38,1779.01,54,0,1,0,2,2
2729,10500,10500,10500.0,60,0.1942,274.81,5,23,5443,4,1,50000.0,3,1,0,5,12000,455,48,6.36,0,16,3,48,0,10,0,8266,0.661,16,0,0,16488.40802,16488.41,10500.0,5988.41,0.0,49,274.61,11,0,1,0,2,2
2683,14950,14950,14900.0,36,0.0991,481.77,2,6,6984,11,1,75000.0,1,2,0,2,4550,493,41,19.78,0,175,1,0,0,7,0,17268,0.652,23,0,0,17343.42754,17285.42,14950.0,2393.43,0.0,17,492.86,11,0,1,0,2,2
34993,14400,14400,14250.0,36,0.1347,488.49,3,14,12431,10,5,62000.0,3,34,0,2,14553,77,34,10.35,0,77,0,0,0,12,0,17499,0.6,17,0,0,17122.70974,16944.35,14399.99,2722.72,0.0,72,767.6,11,0,1,0,2,2
177,35000,35000,35000.0,36,0.1065,1140.07,2,7,2682,2,1,168000.0,3,1,0,3,13936,650,43,3.17,1,100,1,22,0,16,0,1099,0.014,22,0,0,38061.50488,38061.5,35000.0,3061.5,0.0,9,272.59,42,0,1,0,2,2
5772,9800,9800,9800.0,36,0.0751,304.89,1,3,11930,11,5,50000.0,1,3,0,10,13802,791,5,27.26,0,32,3,35,0,12,0,12028,0.309,24,0,0,2744.01,2744.01,2245.42,495.8,0.0,8,304.89,11,0,1,0,1,1
19477,8000,8000,8000.0,60,0.1343,183.8,3,13,3607,8,1,96000.0,1,12,0,1,1034,273,11,11.22,0,38,1,0,99,13,1,10944,0.576,33,0,0,7319.42,7319.42,4280.7,2504.8,0.0,41,183.8,1,0,1,1,1,1
19597,16000,16000,15975.0,60,0.1528,383.0,4,18,8151,11,1,90000.0,3,12,0,3,4864,251,28,17.53,0,264,2,59,0,11,0,5992,0.261,33,0,0,14534.56,14512.05,7809.34,5550.43,19.12463415,38,383.0,1,0,1,0,1,1
36428,6400,6400,1800.0,36,0.1134,210.56,3,12,24168,10,1,52000.0,1,45,0,3,4864,21,39,16.98,0,77,0,0,0,8,0,2898,0.414,11,0,0,6460.54,1817.05,6400.0,60.54,0.0,107,6460.62,11,0,1,0,2,2
5865,13000,13000,12625.0,36,0.1171,429.99,2,8,7429,9,5,83195.0,3,3,0,3,7605,63,31,16.2,0,18,0,0,0,21,0,27852,0.588,33,0,0,13252.19151,12869.96,13000.0,252.19,0.0,65,12824.44,3,0,1,0,2,2
2623,12000,12000,11950.0,36,0.1171,396.92,2,8,25832,10,5,60000.0,1,2,0,2,4253,771,5,21.92,0,155,0,0,0,8,0,14461,0.846,11,0,0,14288.7617,14229.23,12000.0,2288.76,0.0,17,404.45,6,0,1,0,2,2
19376,12000,12000,12000.0,36,0.1037,389.3,2,8,8505,6,1,70000.0,1,12,0,3,4051,47,7,17.79,0,167,1,47,0,12,0,8906,0.396,37,0,0,14016.11814,14016.12,12000.0,2016.12,0.0,29,400.95,16,0,1,0,2,2
3297,20000,20000,20000.0,36,0.1171,661.52,2,8,18740,1,5,70000.0,3,2,0,3,3698,294,10,14.52,0,219,1,0,0,9,0,11717,0.592,25,0,0,23814.7,23814.7,20000.0,3814.7,0.0,17,686.19,11,0,1,0,2,2
14768,11000,11000,11000.0,60,0.1349,253.06,3,12,25832,7,5,50400.0,2,8,0,3,11665,785,5,5.9,0,121,0,59,0,6,0,4427,0.465,20,0,0,13975.54203,13975.54,11000.0,2975.54,0.0,19,6552.46,34,0,1,0,2,2
6710,2000,2000,2000.0,36,0.0662,61.41,1,2,5033,2,5,85000.0,1,4,0,3,3500,89,34,9.52,0,85,0,0,0,6,0,3665,0.333,21,0,0,2198.495453,2198.5,2000.0,198.5,0.0,30,58.77,11,0,1,0,2,2
20417,25000,25000,25000.0,60,0.2077,673.11,7,34,3397,2,1,101000.0,3,13,0,12,11033,271,11,9.03,0,245,1,81,0,10,0,14019,0.704,21,0,0,32107.24475,32107.24,25000.0,7107.24,0.0,8,20670.07,53,0,1,0,2,2
22032,15000,15000,15000.0,60,0.178,379.28,6,26,7316,7,1,125000.0,3,14,0,3,3697,427,23,9.03,0,324,2,28,0,8,0,49677,0.92,22,0,0,17364.8,17364.8,9031.09,6898.67,0.0,39,31.67,1,0,1,0,1,1
10257,8000,8000,8000.0,60,0.1349,184.04,3,12,16435,3,5,72000.0,2,6,0,7,13985,77,34,0.47,0,82,1,0,0,3,0,1416,0.236,3,0,0,10013.49067,10013.49,8000.0,2013.49,0.0,29,1844.52,28,0,1,0,2,2
11278,4500,4500,4500.0,36,0.1299,151.61,3,11,8695,9,1,42000.0,1,6,0,5,15281,162,38,4.74,0,30,1,0,104,7,1,3581,0.578,15,0,0,5457.571188,5457.57,4500.0,957.57,0.0,25,156.44,19,0,1,1,2,2
32474,15000,15000,14850.0,36,0.1253,502.0,2,10,22583,6,1,80000.0,1,27,0,5,14063,20,39,0.13,0,83,0,0,0,3,0,9,0.001,8,0,0,16517.75331,16352.58,15000.0,1517.75,0.0,80,11507.73,25,0,1,0,2,2
32500,10000,10000,9998.02,36,0.1253,334.67,2,10,27530,9,1,64000.0,3,27,0,3,3344,772,5,10.78,1,299,1,23,0,14,0,26373,0.785,33,0,0,12047.84546,12045.34,10000.0,2047.84,0.0,13,353.45,27,0,1,0,2,2
4751,12800,12800,12800.0,36,0.1065,416.94,2,7,28692,5,1,52000.0,1,3,0,3,973,638,43,9.62,0,33,1,0,0,13,0,13672,0.501,24,0,0,15010.5696,15010.57,12800.0,2210.57,0.0,50,430.94,2,0,1,0,2,2
25865,5000,5000,5000.0,60,0.1756,125.78,5,24,8557,10,1,48000.0,1,18,0,1,10683,477,24,6.13,0,168,1,0,0,5,0,1651,0.66,6,0,0,7260.712622,7260.71,5000.0,2260.71,0.0,29,2117.35,28,0,1,0,2,2
11484,3500,3500,3500.0,36,0.0849,110.48,1,5,17124,11,1,42000.0,1,6,0,13,5677,364,18,22.09,0,8,0,0,0,2,0,0,0.0,8,0,0,3976.878324,3976.88,3500.0,476.88,0.0,25,136.54,40,0,1,0,2,2
3582,17750,17750,17750.0,60,0.203,473.24,5,25,26873,6,1,90000.0,2,2,0,3,5416,276,11,13.73,1,74,3,18,0,13,0,8970,0.309,29,0,0,8045.08,8045.08,3319.3,4725.2,0.0,10,29.31,4,0,1,0,1,1
32069,12000,12000,11875.0,36,0.0859,379.33,1,4,15562,3,5,62500.0,1,26,0,3,4094,77,34,9.02,0,505,2,0,0,12,0,22054,0.259,20,0,0,13655.83398,13513.58,12000.0,1655.83,0.0,5,385.54,57,0,1,0,2,2
27111,20000,14000,13975.0,60,0.1398,325.62,3,13,17824,4,5,58595.0,3,19,0,10,10863,56,31,4.67,0,94,0,0,0,8,0,7652,0.43,13,0,0,17293.02087,17262.14,14000.0,3293.02,0.0,5,1009.14,60,0,1,0,2,2
18393,15000,15000,15000.0,36,0.1268,503.11,3,11,19271,3,1,38400.0,1,11,0,3,9637,809,37,20.69,0,256,1,46,0,8,0,19867,0.739,22,0,0,16765.17566,16765.18,15000.0,1765.18,0.0,51,10747.53,63,0,1,0,2,2
23220,3000,3000,2975.0,36,0.0714,92.83,1,3,20201,11,1,58000.0,3,15,0,12,7118,50,7,0.58,0,179,0,0,0,4,0,1892,0.092,29,0,0,3292.838914,3265.4,3000.0,292.84,0.0,14,1255.61,46,0,1,0,2,2
18300,6000,6000,6000.0,36,0.0766,187.08,1,5,4400,7,1,52000.0,1,11,0,3,13725,243,28,5.86,0,23,1,66,0,7,0,2418,0.242,14,0,0,6422.068905,6422.07,6000.0,422.07,0.0,42,4191.44,11,0,1,0,2,2
33379,1000,1000,1000.0,36,0.1253,33.47,2,10,12117,6,1,26650.0,3,29,0,2,13062,637,43,21.12,2,195,0,6,0,8,0,17080,0.441,17,0,0,1204.765039,1204.77,1000.0,204.77,0.0,24,36.91,26,0,1,0,2,2
25668,13500,13500,12803.8729,36,0.0751,420.0,1,4,11030,11,1,60000.0,1,18,0,2,3697,619,36,14.02,0,148,1,0,0,7,0,13123,0.515,35,0,0,14486.8862,13736.91,13500.0,986.89,0.0,67,9041.12,67,0,1,0,2,2
25889,1050,1050,1050.0,36,0.0751,32.67,1,4,11405,2,1,31200.0,2,18,0,7,10743,204,45,15.85,0,145,1,0,0,5,0,4061,0.738,16,0,0,392.04,392.04,322.61,67.51,0.0,69,32.67,11,0,1,0,1,1
35119,7000,7000,6750.0,36,0.08,219.36,1,3,20008,11,5,68508.0,3,35,0,2,13273,10,20,8.22,0,324,0,0,0,8,0,2932,0.172,22,0,0,7896.686475,7614.66,7000.0,896.69,0.0,51,237.6,25,0,1,0,2,2
13359,1000,1000,1000.0,36,0.1349,33.94,3,12,26814,11,1,48000.0,2,8,0,12,9936,765,5,12.72,0,48,1,54,0,4,0,2093,0.361,12,0,0,1011.43,1011.43,1000.0,11.43,0.0,70,1011.47,11,0,1,0,2,2
13992,13500,12125,12075.0,36,0.0749,377.11,1,4,17371,11,5,60000.0,1,8,0,3,1822,12,20,19.32,0,313,0,0,0,8,0,17521,0.56,22,0,0,13008.99502,12955.35,12125.0,884.0,0.0,24,8126.42,5,0,1,0,2,2
27245,3200,3200,3140.845457,60,0.1398,74.43,3,13,7304,3,4,45000.0,1,19,0,3,5827,185,21,22.72,0,113,0,0,0,15,0,12095,0.654,18,0,0,3711.379835,3635.99,3200.0,511.38,0.0,68,2670.9,4,0,1,0,2,2
31235,5000,5000,4990.030268,36,0.1218,166.5,2,9,4456,11,1,68000.0,1,25,0,5,17968,441,23,12.76,0,74,3,0,0,7,0,48838,0.936,14,0,0,5723.643641,5710.36,5000.0,723.64,0.0,70,2896.52,4,0,1,0,2,2
10263,35000,35000,8975.0,60,0.1689,867.78,4,19,27597,11,1,90000.0,3,6,0,3,5055,646,43,27.17,0,89,1,0,0,14,0,32513,0.562,42,0,0,10473.42,2672.2,3147.73,5477.64,0.0,32,200.0,1,0,1,0,1,1
16387,3000,3000,3000.0,36,0.1306,101.17,3,12,232,5,5,19000.0,2,10,0,3,4175,817,47,3.54,0,25,0,0,0,3,0,909,0.649,3,0,0,3668.066313,3668.07,3000.0,653.07,15.00000001,39,225.35,46,0,1,0,2,2
26885,10500,10500,9768.837635,36,0.0751,326.67,1,4,10528,11,1,60000.0,3,19,0,5,12166,399,35,4.46,0,18,2,0,0,5,0,640,0.067,28,0,0,11669.94702,10840.96,10500.0,1169.95,0.0,13,3205.83,45,0,1,0,2,2
16679,6000,6000,6000.0,60,0.1491,142.46,4,17,14542,1,1,42000.0,3,9,0,12,15866,433,23,13.06,0,16,1,0,0,8,0,6577,0.466,10,0,0,8534.970005,8534.97,6000.0,2519.97,15.00000003,46,161.17,19,0,1,0,2,2
5739,22000,22000,22000.0,60,0.1269,497.09,2,10,15243,1,1,115000.0,3,3,0,3,6589,648,43,0.16,0,38,0,0,0,3,0,627,0.038,26,0,0,23568.77843,23568.78,22000.0,1568.78,0.0,52,20591.06,52,0,1,0,2,2
2800,6000,6000,6000.0,36,0.1527,208.79,3,14,27105,3,5,20400.0,2,2,0,5,8686,792,5,1.82,0,354,1,27,0,7,0,891,0.098,8,0,0,7516.266376,7516.27,6000.0,1516.27,0.0,17,215.8,6,0,1,0,2,2
27058,22750,14000,13726.50919,36,0.1149,461.6,2,9,7372,2,1,80004.0,1,19,0,3,4705,6,20,14.73,0,281,3,45,0,11,0,26639,0.41,49,0,0,16114.7119,15743.82,14000.0,2114.72,0.0,42,6893.06,5,0,1,0,2,2
33415,9850,9850,9200.0,36,0.0894,312.95,1,5,21579,10,1,32000.0,3,29,0,3,11738,281,11,16.95,0,21,0,0,0,8,0,3760,0.205,15,0,0,11266.14738,10522.7,9850.0,1416.15,0.0,24,332.52,11,0,1,0,2,2
28430,15000,15000,14875.0,36,0.0988,483.16,2,6,14880,9,5,32000.0,1,20,0,2,7871,805,12,10.65,0,107,0,0,0,6,0,10347,0.332,12,0,0,17254.46576,17110.68,15000.0,2254.47,0.0,14,4236.11,24,0,1,0,2,2
13464,8000,8000,8000.0,36,0.1199,265.68,2,10,9792,10,1,40800.0,1,8,0,3,6000,308,10,22.18,0,268,1,40,0,9,0,14354,0.789,24,0,0,9499.341277,9499.34,8000.0,1499.34,0.0,29,316.49,11,0,1,0,2,2
27606,18000,11650,10595.41048,60,0.1099,253.25,2,9,3610,11,1,45000.0,2,19,0,3,9541,454,48,19.31,0,154,0,0,0,10,0,20379,0.693,37,0,0,15071.32987,13360.7,11650.0,3421.33,0.0,22,2680.79,11,0,1,0,2,2
21263,5000,5000,5000.0,36,0.1223,166.63,3,11,14744,10,5,80000.0,1,13,0,12,15866,779,5,8.56,0,187,0,63,0,5,0,7841,0.713,13,0,0,5331.689243,5331.69,5000.0,331.69,0.0,70,4334.94,29,0,1,0,2,2
36190,15000,11300,0.0,36,0.1222,376.52,3,14,7343,5,1,57000.0,3,42,0,7,15858,273,11,22.76,0,219,0,0,0,8,0,8939,0.745,20,0,0,2277.95,0.0,1609.12,649.93,18.82949989,99,395.35,11,0,1,0,1,1
16430,12000,12000,11950.0,60,0.1491,284.92,4,17,23708,11,1,73000.0,3,10,0,12,16148,542,25,7.79,0,196,1,0,0,3,0,25434,0.755,20,0,0,15120.93572,15057.93,12000.0,3120.94,0.0,9,2865.25,11,0,1,0,2,2
4088,30000,30000,29975.0,60,0.1427,702.26,3,12,27590,11,5,57048.0,3,2,0,3,3697,129,38,14.49,0,9,1,0,0,12,0,28285,0.492,21,0,0,38699.89344,38667.64,30000.0,8699.89,0.0,35,18360.02,11,0,1,0,2,2
11321,17950,17950,17950.0,36,0.1199,596.12,2,10,873,5,1,113000.0,3,6,0,2,6090,772,5,12.07,1,44,0,18,0,6,0,17974,0.868,20,0,0,21401.56042,21401.56,17950.0,3451.56,0.0,41,2924.87,11,0,1,0,2,2
33817,1900,1900,1900.0,36,0.1284,63.88,3,12,17510,10,1,34320.0,2,30,0,5,8540,709,44,23.29,0,146,2,0,0,9,0,24209,0.549,10,0,0,2097.372725,2097.37,1900.0,197.37,0.0,82,1.36,83,0,1,0,2,2
34923,4000,4000,4000.0,36,0.1347,135.7,3,14,27726,5,5,20000.0,2,34,0,6,6699,430,23,15.06,1,244,2,20,0,5,0,1067,0.194,6,0,0,4884.773702,4884.77,4000.0,884.78,0.0,42,138.57,41,0,1,0,2,2
25331,2000,2000,2000.0,36,0.1398,68.34,3,13,16005,10,4,33000.0,1,17,0,10,13802,163,38,12.76,0,28,0,0,0,4,0,841,0.765,7,0,0,2443.685333,2443.69,2000.0,443.69,0.0,34,378.04,36,0,1,0,2,2
8645,6800,6800,6550.0,36,0.0849,214.63,1,5,21190,3,5,27800.0,2,5,0,2,4864,318,2,7.73,0,129,0,0,0,9,0,9634,0.512,11,0,0,7655.187124,7373.75,6800.0,855.19,0.0,39,472.76,19,0,1,0,2,2
36012,6000,6000,3696.550199,36,0.1241,200.47,3,13,7839,2,5,48000.0,1,39,0,1,10445,764,5,17.53,0,104,1,75,0,3,0,1966,0.936,14,0,0,5104.7,3141.63,1448.11,553.39,0.0,92,200.47,11,0,1,0,1,1
1309,5500,5500,5500.0,36,0.1065,179.16,2,7,15881,3,4,31000.0,1,1,0,5,8488,315,10,22.3,0,49,0,0,0,19,0,9968,0.409,28,0,0,6449.459998,6449.46,5500.0,949.46,0.0,17,185.63,7,0,1,0,2,2
4292,7000,7000,7000.0,36,0.0662,214.93,1,2,26700,5,1,43000.0,3,3,0,5,1488,293,10,4.41,0,171,4,0,0,7,0,4840,0.234,22,0,0,7737.303788,7737.3,7000.0,737.3,0.0,50,223.8,57,0,1,0,2,2
15918,6000,6000,6000.0,36,0.0579,181.97,1,2,5753,11,1,154000.0,3,9,0,7,1838,771,5,1.68,0,423,1,0,0,9,0,277,0.008,45,0,0,6317.762481,6317.76,6000.0,317.76,0.0,31,4144.88,52,0,1,0,2,2
18891,9600,9600,9600.0,60,0.1751,241.23,5,24,28464,3,5,65000.0,2,11,0,12,9301,757,5,2.71,0,146,0,37,0,2,0,358,0.017,4,0,0,4775.4,4775.4,2054.57,2265.43,0.0,24,241.23,1,0,1,0,1,1
1030,4750,4750,4750.0,36,0.089,150.83,1,5,10079,2,4,48000.0,3,1,0,5,13718,764,5,10.07,0,156,1,0,0,4,0,34679,0.037,7,0,0,5429.79,5429.79,4750.0,679.79,0.0,17,157.53,25,0,1,0,2,2
24728,3600,3600,3600.0,36,0.1186,119.34,2,10,6318,5,1,87550.0,1,17,0,3,13760,53,31,11.76,0,252,3,0,0,12,0,18616,0.457,28,0,0,4284.669501,4284.67,3600.0,684.67,0.0,10,596.86,18,0,1,0,2,2
23243,4000,4000,4000.0,36,0.1398,136.68,3,13,12117,11,5,51996.0,3,15,0,3,1704,292,10,17.49,0,199,2,76,0,6,0,7210,0.687,8,0,0,4380.575317,4380.58,4000.0,380.58,0.0,70,3290.68,1,0,1,0,2,2
20730,16000,16000,15975.0,36,0.0888,507.91,2,6,27225,11,5,90000.0,3,13,0,3,5415,256,28,11.48,1,248,0,6,0,6,0,12354,0.508,29,0,0,17140.36844,17113.59,16000.0,1140.37,0.0,47,14.65,66,0,1,0,2,2
26651,10000,10000,10000.0,36,0.1435,343.48,3,14,26784,5,1,35004.0,3,18,0,10,16667,798,5,6.38,0,28,0,0,0,3,0,6834,0.616,5,0,0,11646.07827,11646.08,10000.0,1646.08,0.0,65,6165.0,66,0,1,0,2,2
36552,700,700,700.0,36,0.1229,23.35,3,15,22464,10,5,19000.0,1,46,0,3,11931,486,41,12.38,0,46,1,0,0,4,0,0,0.0,4,0,0,840.4742101,840.47,700.0,140.47,0.0,73,25.87,12,0,1,0,2,2
168,7750,7750,7750.0,36,0.1727,277.36,4,18,27119,10,5,24000.0,1,1,0,3,13606,505,15,16.1,0,7,1,41,0,4,0,2348,0.671,7,0,0,6934.0,6934.0,4935.39,1986.7,0.0,20,277.36,11,0,1,0,1,1
25225,9250,9250,8733.44,36,0.1075,301.74,2,7,9825,8,5,25000.0,2,17,0,3,8164,358,11,22.22,0,152,0,0,0,5,0,5233,0.646,8,0,0,10863.08525,10253.06,9250.0,1613.09,0.0,18,324.25,9,0,1,0,2,2
3709,1500,1500,1500.0,36,0.1171,49.62,2,8,8096,1,5,21600.0,1,2,0,14,11804,63,31,2.22,1,7,1,19,0,5,0,571,0.184,11,0,0,148.86,148.86,105.59,42.73,0.0,40,49.62,11,0,1,0,1,1
4890,30000,30000,29725.0,60,0.2089,809.75,6,26,26116,2,1,215004.0,3,3,0,3,5055,217,45,15.86,0,57,0,0,0,14,0,86385,0.918,27,0,0,39931.61648,39565.58,30000.0,9931.62,0.0,7,20944.68,11,0,1,0,2,2
10136,8500,8500,8450.0,36,0.1099,278.24,2,8,7682,11,1,54000.0,1,6,0,3,14381,127,38,24.6,0,137,1,0,0,15,0,29197,0.472,37,0,0,9979.172037,9920.47,8500.0,1479.17,0.0,41,1651.02,11,0,1,0,2,2
4620,15000,15000,15000.0,60,0.1065,323.53,2,7,27105,11,1,190000.0,3,3,0,5,8440,641,43,17.04,0,262,1,0,0,19,0,6735,0.038,28,0,0,19404.36003,19404.36,15000.0,4404.36,0.0,59,963.15,1,0,1,0,2,2
6600,24000,24000,23029.87586,60,0.1065,517.64,2,7,7281,3,1,100000.0,3,4,0,3,5055,51,7,14.39,0,336,0,0,0,13,0,38489,0.461,36,0,0,27939.59468,26804.21,24000.01,3939.58,0.0,35,7461.72,26,0,1,0,2,2
13312,8000,8000,8000.0,36,0.0749,248.82,1,4,23393,11,1,30000.0,2,7,0,7,2294,586,19,25.36,0,306,0,30,0,15,0,19870,0.323,40,0,0,8957.23864,8957.24,8000.0,957.24,0.0,39,268.57,46,0,1,0,2,2
27712,24250,16275,16180.37045,60,0.1719,406.15,5,23,15043,11,5,114773.98,3,19,0,3,7610,7,20,7.78,2,298,0,15,0,10,0,20270,0.487,15,0,0,24368.07998,24166.12,16275.0,8093.08,0.0,57,430.98,35,0,1,0,2,2
29863,12000,12000,11900.0,36,0.1136,394.94,2,10,2176,10,5,65000.0,1,22,0,3,3362,77,34,10.97,0,3,0,0,0,3,0,6140,0.841,17,0,0,13580.27573,13467.11,12000.0,1580.28,0.0,66,2243.29,66,0,1,0,2,2
14844,6400,6400,6400.0,36,0.0749,199.06,1,4,1312,6,1,45000.0,1,8,0,3,13015,820,47,14.0,0,149,0,0,0,7,0,8576,0.809,9,0,0,6999.703708,6999.7,6400.0,599.7,0.0,6,735.73,22,0,1,0,2,2
17434,5000,5000,4975.0,60,0.1602,121.65,4,20,16530,3,5,78000.0,1,10,0,3,3989,78,34,9.75,1,116,1,22,0,11,0,2347,0.235,28,0,0,7301.59421,7265.09,5000.0,2301.59,0.0,64,2.59,11,0,1,0,2,2
12601,12000,12000,11975.0,36,0.0791,375.54,1,4,9172,5,1,39996.0,3,7,0,3,4864,276,11,24.63,1,114,0,17,0,13,0,5600,0.148,24,0,0,6008.64,5996.15,4979.05,1022.55,0.0,13,375.54,11,0,1,0,1,1
